s.no,method,instruction,instruction_index,hitcount,Instruction Id in CFG,Block Id as per CFG generated
845,deconv,swam.runtime.internals.interpreter.Asm$I32Const@60898dbc,39,42,37,28
552,deconv,I32Add,40,42,38,28
999,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@2956106c,41,42,39,28
1026,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5e07de9e,42,42,40,28
700,deconv,swam.runtime.internals.interpreter.Asm$I32Const@656135ec,43,42,41,28
677,deconv,I32Add,44,42,42,28
808,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@3a06a447,45,42,43,28
39,deconv,swam.runtime.internals.interpreter.Asm$BrIf@28943ae4,46,42,,
561,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@7044f84e,47,2,44,24
843,deconv,swam.runtime.internals.interpreter.Asm$BrIf@335f4fd9,48,2,,
606,deconv,swam.runtime.internals.interpreter.Asm$I32Const@7b3ec744,49,0,45,23
761,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@7fbd90c9,50,0,46,23
235,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@1789fc9b,51,0,47,22
151,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@6fe7c3a8,52,0,48,22
797,deconv,swam.runtime.internals.interpreter.Asm$I32Const@115a38ec,53,0,49,22
397,deconv,I32Shl,54,0,50,22
867,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@678c9098,55,0,51,22
483,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5b0e18d6,56,0,52,22
278,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@7e956b2a,57,0,53,22
47,deconv,I32LtS,58,0,54,22
988,deconv,swam.runtime.internals.interpreter.Asm$BrIf@21185546,59,0,,
406,deconv,swam.runtime.internals.interpreter.Asm$I32Const@6a0d29c1,60,2,55,19
864,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@4a693ea4,61,2,56,19
244,deconv,swam.runtime.internals.interpreter.Asm$Call@526e05f0,62,2,57,19
1018,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@a87ca4b,63,2,58,19
451,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@30a5a3be,64,2,59,18
301,deconv,swam.runtime.internals.interpreter.Asm$I32Const@364a6338,65,2,60,18
716,deconv,I32LtS,66,2,61,18
931,deconv,swam.runtime.internals.interpreter.Asm$BrIf@5c0889ee,67,2,,
1027,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@30785f1d,68,2,62,17
900,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@451e3433,69,2,63,17
696,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@41319404,70,2,64,17
851,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@29f27c37,71,2,65,17
279,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@63e8e7f9,72,22,66,16
830,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@61d711e7,73,22,67,16
323,deconv,swam.runtime.internals.interpreter.Asm$I64Load@706d28b6,74,22,68,16
597,deconv,swam.runtime.internals.interpreter.Asm$I64Store@6ab8e5c7,75,22,69,16
131,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3291234,76,22,70,16
580,deconv,swam.runtime.internals.interpreter.Asm$I32Const@234f8ab4,77,22,71,16
572,deconv,I32Add,78,22,72,16
873,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@4c97ccaa,79,22,73,16
598,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@1d322ab8,80,22,74,16
622,deconv,swam.runtime.internals.interpreter.Asm$I32Const@78c3c27f,81,22,75,16
100,deconv,I32Add,82,22,76,16
332,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@7ef7e705,83,22,77,16
207,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5d735576,84,22,78,16
23,deconv,swam.runtime.internals.interpreter.Asm$I32Const@79198f01,85,22,79,16
375,deconv,I32Add,86,22,80,16
338,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@321b6901,87,22,81,16
162,deconv,swam.runtime.internals.interpreter.Asm$BrIf@4ec0964f,88,22,,
286,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3b58d95c,89,2,82,13
835,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@241fc334,90,2,83,13
856,deconv,swam.runtime.internals.interpreter.Asm$Call@3934c45a,91,2,84,13
239,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@19e1e354,92,2,85,13
706,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@21829196,93,2,86,13
345,deconv,swam.runtime.internals.interpreter.Asm$Call@3d2d0ab0,94,2,87,13
437,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@1c757218,95,2,88,13
985,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5b767062,96,2,89,13
50,deconv,swam.runtime.internals.interpreter.Asm$I32Const@11741572,97,2,90,13
355,deconv,I32Shl,98,2,91,13
809,deconv,I32Sub,99,2,92,13
12,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@1b806749,100,2,93,13
116,deconv,swam.runtime.internals.interpreter.Asm$GlobalSet@15c9abaa,101,2,94,13
467,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@73f9f08c,102,2,95,12
564,deconv,swam.runtime.internals.interpreter.Asm$I32Const@6e534c54,103,2,96,12
172,deconv,I32LtS,104,2,97,12
802,deconv,swam.runtime.internals.interpreter.Asm$BrIf@3e12be1e,105,2,,
202,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@363340e0,106,2,98,11
77,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@27b57234,107,2,99,11
765,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@117e6d73,108,2,100,11
85,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@2282b77c,109,2,101,11
619,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@207c9693,110,2,102,11
637,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@71fee6dd,111,2,103,11
621,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5a1f843e,112,2,104,11
640,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@2ef7f99c,113,2,105,11
127,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@b3f4ad8,114,64,106,10
485,deconv,swam.runtime.internals.interpreter.Asm$I32Const@6a199eda,115,64,107,10
31,deconv,I32Add,116,64,108,10
846,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3c5afebf,117,64,109,10
395,deconv,swam.runtime.internals.interpreter.Asm$F64Load@76b2651d,118,64,110,10
923,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@45029b67,119,64,111,10
1008,deconv,swam.runtime.internals.interpreter.Asm$I32Const@2fbe56e8,120,64,112,10
189,deconv,I32Add,121,64,113,10
819,deconv,swam.runtime.internals.interpreter.Asm$F64Load@61b3196b,122,64,114,10
195,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5a61a5f1,123,64,115,10
676,deconv,swam.runtime.internals.interpreter.Asm$F64Load@2fcbd2f7,124,64,116,10
468,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@7f39759f,125,64,117,10
842,deconv,swam.runtime.internals.interpreter.Asm$I32Const@3b8cf072,126,64,118,10
914,deconv,I32Add,127,64,119,10
180,deconv,swam.runtime.internals.interpreter.Asm$F64Load@5cf99536,128,64,120,10
950,deconv,swam.runtime.internals.interpreter.Asm$Call@65974ba,129,64,121,10
177,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@74b9eac,130,64,122,10
726,deconv,swam.runtime.internals.interpreter.Asm$I64Load@66cc371b,131,64,123,10
679,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@59a783d8,132,64,124,10
708,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@5ff541ba,133,64,125,10
631,deconv,swam.runtime.internals.interpreter.Asm$I32Const@2a18c710,134,64,126,10
433,deconv,I32Add,135,64,127,10
711,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@398291b6,136,64,128,10
247,deconv,swam.runtime.internals.interpreter.Asm$I64Load@78676812,137,64,129,10
953,deconv,swam.runtime.internals.interpreter.Asm$I64Store@5b008a9b,138,64,130,10
675,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@35a05d48,139,64,131,10
593,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@1ca6ddc9,140,64,132,10
996,deconv,swam.runtime.internals.interpreter.Asm$I64Store@40e62b9e,141,64,133,10
126,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3fd76478,142,64,134,10
60,deconv,swam.runtime.internals.interpreter.Asm$I32Const@749a10a0,143,64,135,10
820,deconv,I32Add,144,64,136,10
407,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@198ca880,145,64,137,10
719,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@4f7375dd,146,64,138,10
817,deconv,swam.runtime.internals.interpreter.Asm$I32Const@58169ce7,147,64,139,10
652,deconv,I32Add,148,64,140,10
260,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@147d4817,149,64,141,10
330,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@375ff8b5,150,64,142,10
349,deconv,swam.runtime.internals.interpreter.Asm$I32Const@3cbff4b1,151,64,143,10
1040,deconv,I32Add,152,64,144,10
775,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@287aa59e,153,64,145,10
308,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@653644c3,154,64,146,10
590,deconv,swam.runtime.internals.interpreter.Asm$I32Const@6187631e,155,64,147,10
1020,deconv,I32Add,156,64,148,10
290,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@26312dc9,157,64,149,10
667,deconv,swam.runtime.internals.interpreter.Asm$BrIf@296ef57a,158,64,,
629,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@7b25ce1e,159,2,150,7
371,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@16b49406,160,2,151,7
821,deconv,swam.runtime.internals.interpreter.Asm$Call@6ead774f,161,2,152,7
882,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@52ce9b0f,162,2,153,6
186,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@6d9d9904,163,2,154,6
877,deconv,I32Sub,164,2,155,6
1037,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@5c2852ed,165,2,156,6
968,deconv,swam.runtime.internals.interpreter.Asm$I32Const@4cb2d0f4,166,2,157,6
20,deconv,I32GtS,167,2,158,6
705,deconv,swam.runtime.internals.interpreter.Asm$BrIf@22ce3a38,168,2,,
1052,deconv,swam.runtime.internals.interpreter.Asm$I32Const@49bf32b4,169,2,159,5
1047,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@4b41d650,170,2,160,5
1005,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@53c6d077,171,22,161,4
618,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3b233bb1,172,22,162,4
778,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3048edda,173,22,163,4
615,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@32b52e28,174,22,164,4
942,deconv,I32Add,175,22,165,4
141,deconv,swam.runtime.internals.interpreter.Asm$I32Const@3460a698,176,22,166,4
848,deconv,I32Add,177,22,167,4
684,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@13903acb,178,22,168,4
649,deconv,I32RemS,179,22,169,4
906,deconv,swam.runtime.internals.interpreter.Asm$I32Const@388b69fd,180,22,170,4
9,deconv,I32Shl,181,22,171,4
704,deconv,I32Add,182,22,172,4
538,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@2365a103,183,22,173,4
666,deconv,swam.runtime.internals.interpreter.Asm$F64Load@66dc17ac,184,22,174,4
417,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@3739bfa2,185,22,175,4
164,deconv,swam.runtime.internals.interpreter.Asm$F64Load@119eaeb0,186,22,176,4
928,deconv,swam.runtime.internals.interpreter.Asm$F64Const@53a712,187,22,177,4
947,deconv,swam.runtime.internals.interpreter.Asm$F64Const@7ddb860f,188,22,178,4
967,deconv,swam.runtime.internals.interpreter.Asm$Call@6fcbc948,189,22,179,4
852,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@42b6c0b0,190,22,180,4
391,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@2c0377c6,191,22,181,4
145,deconv,swam.runtime.internals.interpreter.Asm$I64Load@4c4e3f00,192,22,182,4
799,deconv,swam.runtime.internals.interpreter.Asm$I64Store@1bf35ee3,193,22,183,4
837,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@157e383a,194,22,184,4
546,deconv,swam.runtime.internals.interpreter.Asm$I32Const@3959335b,195,22,185,4
518,deconv,I32Add,196,22,186,4
658,deconv,swam.runtime.internals.interpreter.Asm$LocalSet@1fc72514,197,22,187,4
62,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@75f3355a,198,22,188,4
259,deconv,swam.runtime.internals.interpreter.Asm$I32Const@4308841c,199,22,189,4
560,deconv,I32Add,200,22,190,4
990,deconv,swam.runtime.internals.interpreter.Asm$LocalTee@4ca8dfd1,201,22,191,4
753,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@498c5e29,202,22,192,4
921,deconv,I32GtS,203,22,193,4
757,deconv,swam.runtime.internals.interpreter.Asm$BrIf@5a97eb2e,204,22,,
413,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@24da95fe,205,2,194,1
526,deconv,swam.runtime.internals.interpreter.Asm$Call@67674313,206,2,195,1
771,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@4e2ab2c0,207,2,196,1
82,deconv,swam.runtime.internals.interpreter.Asm$Call@3ceea099,208,2,197,1
423,deconv,swam.runtime.internals.interpreter.Asm$LocalGet@1be6b8c6,209,2,198,1
628,deconv,swam.runtime.internals.interpreter.Asm$I32Const@2ad583fe,210,2,199,1
636,deconv,I32Add,211,2,200,1
789,deconv,swam.runtime.internals.interpreter.Asm$GlobalSet@36a657ba,212,2,201,1
574,deconv,Return,213,2,,
442,fft,swam.runtime.internals.interpreter.Asm$GlobalGet@14d42ac,0,6,0,7
612,fft,swam.runtime.internals.interpreter.Asm$LocalTee@4b70c55f,1,6,1,7
212,fft,swam.runtime.internals.interpreter.Asm$LocalSet@3030c095,2,6,2,7
935,fft,swam.runtime.internals.interpreter.Asm$LocalGet@2517dd40,3,6,3,7
154,fft,swam.runtime.internals.interpreter.Asm$LocalGet@70feac74,4,6,4,7
635,fft,swam.runtime.internals.interpreter.Asm$I32Const@1d32922c,5,6,5,7
374,fft,I32Shl,6,6,6,7
101,fft,I32Sub,7,6,7,7
925,fft,swam.runtime.internals.interpreter.Asm$LocalTee@c7d012e,8,6,8,7
701,fft,swam.runtime.internals.interpreter.Asm$GlobalSet@7d0fc807,9,6,9,7
37,fft,swam.runtime.internals.interpreter.Asm$LocalGet@3aec2e61,10,6,10,6
370,fft,swam.runtime.internals.interpreter.Asm$I32Const@51f51d6f,11,6,11,6
499,fft,I32LtS,12,6,12,6
281,fft,swam.runtime.internals.interpreter.Asm$BrIf@913d07a,13,6,,
665,fft,swam.runtime.internals.interpreter.Asm$LocalGet@3fa7f670,14,6,13,5
815,fft,swam.runtime.internals.interpreter.Asm$LocalSet@a60ff16,15,6,14,5
673,fft,swam.runtime.internals.interpreter.Asm$LocalGet@2e00e14b,16,6,15,5
860,fft,swam.runtime.internals.interpreter.Asm$LocalSet@2c2cd570,17,6,16,5
418,fft,swam.runtime.internals.interpreter.Asm$LocalGet@1c6c981f,18,6,17,5
811,fft,swam.runtime.internals.interpreter.Asm$LocalSet@25732df0,19,6,18,5
13,fft,swam.runtime.internals.interpreter.Asm$LocalGet@188e7c4b,20,192,19,4
285,fft,swam.runtime.internals.interpreter.Asm$LocalGet@36ed89b6,21,192,20,4
69,fft,swam.runtime.internals.interpreter.Asm$I64Load@7d55b587,22,192,21,4
78,fft,swam.runtime.internals.interpreter.Asm$I64Store@3d64197d,23,192,22,4
5,fft,swam.runtime.internals.interpreter.Asm$LocalGet@57b663b6,24,192,23,4
974,fft,swam.runtime.internals.interpreter.Asm$I32Const@69586d21,25,192,24,4
138,fft,I32Add,26,192,25,4
1021,fft,swam.runtime.internals.interpreter.Asm$LocalGet@2d437dd8,27,192,26,4
399,fft,swam.runtime.internals.interpreter.Asm$I32Const@68580338,28,192,27,4
693,fft,I32Add,29,192,28,4
220,fft,swam.runtime.internals.interpreter.Asm$I64Load@5b37f193,30,192,29,4
175,fft,swam.runtime.internals.interpreter.Asm$I64Store@38b58a17,31,192,30,4
161,fft,swam.runtime.internals.interpreter.Asm$LocalGet@7b890ad,32,192,31,4
270,fft,swam.runtime.internals.interpreter.Asm$I32Const@3116a0e6,33,192,32,4
1025,fft,I32Add,34,192,33,4
952,fft,swam.runtime.internals.interpreter.Asm$LocalSet@3a303bb2,35,192,34,4
266,fft,swam.runtime.internals.interpreter.Asm$LocalGet@4dcedc4b,36,192,35,4
206,fft,swam.runtime.internals.interpreter.Asm$I32Const@716b2ffb,37,192,36,4
709,fft,I32Add,38,192,37,4
359,fft,swam.runtime.internals.interpreter.Asm$LocalSet@609f4cfa,39,192,38,4
358,fft,swam.runtime.internals.interpreter.Asm$LocalGet@62fe9db7,40,192,39,4
624,fft,swam.runtime.internals.interpreter.Asm$I32Const@3c4f0bfa,41,192,40,4
521,fft,I32Add,42,192,41,4
472,fft,swam.runtime.internals.interpreter.Asm$LocalTee@63c985c2,43,192,42,4
893,fft,swam.runtime.internals.interpreter.Asm$BrIf@4b6b32cd,44,192,,
786,fft,swam.runtime.internals.interpreter.Asm$LocalGet@3b8ca70b,45,6,43,1
573,fft,swam.runtime.internals.interpreter.Asm$LocalGet@16e4c31b,46,6,44,1
310,fft,swam.runtime.internals.interpreter.Asm$LocalGet@37177fa9,47,6,45,1
941,fft,swam.runtime.internals.interpreter.Asm$I32Const@431f067,48,6,46,1
834,fft,swam.runtime.internals.interpreter.Asm$Call@7d9ebd49,49,6,47,1
305,fft,swam.runtime.internals.interpreter.Asm$LocalGet@41e839a4,50,6,48,1
792,fft,swam.runtime.internals.interpreter.Asm$GlobalSet@22bf68bc,51,6,49,1
850,fft,Return,52,6,,
785,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@412c6548,0,0,0,12
52,pad_two,swam.runtime.internals.interpreter.Asm$I32Load@6e7594d9,1,0,1,12
191,pad_two,swam.runtime.internals.interpreter.Asm$LocalTee@7d5770c6,2,0,2,12
558,pad_two,swam.runtime.internals.interpreter.Asm$BrIf@65fb860a,3,0,,
299,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@26635dbe,4,0,3,11
898,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@1abcd494,5,0,4,11
90,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@16c78e09,6,0,5,10
146,pad_two,swam.runtime.internals.interpreter.Asm$LocalTee@7dab1477,7,0,6,10
713,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@3d47762d,8,0,7,10
926,pad_two,I32Shl,9,0,8,10
295,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@a634b49,10,0,9,10
932,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@417ece4a,11,0,10,10
506,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@19abf650,12,0,11,10
689,pad_two,I32LtS,13,0,12,10
549,pad_two,swam.runtime.internals.interpreter.Asm$BrIf@7750834b,14,0,,
496,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@122b9a11,15,0,13,7
913,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@1b627627,16,0,14,7
136,pad_two,swam.runtime.internals.interpreter.Asm$Call@5a93420f,17,0,15,7
729,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@73e0fc9f,18,0,16,7
758,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@48660a41,19,0,17,6
671,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@df2e073,20,0,18,6
153,pad_two,I32LtS,21,0,19,6
614,pad_two,swam.runtime.internals.interpreter.Asm$BrIf@98b8647,22,0,,
198,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@34ed168d,23,0,20,5
964,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@576e968b,24,0,21,5
766,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@2568c4d,25,0,22,4
489,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@49a3d831,26,0,23,4
63,pad_two,swam.runtime.internals.interpreter.Asm$I64Load@78561424,27,0,24,4
492,pad_two,swam.runtime.internals.interpreter.Asm$I64Store@796ad382,28,0,25,4
117,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@239cfcc2,29,0,26,4
782,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@640c397a,30,0,27,4
774,pad_two,I32Add,31,0,28,4
337,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@79f620c3,32,0,29,4
156,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@118fa98e,33,0,30,4
739,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@4ff3a42,34,0,31,4
768,pad_two,I32Add,35,0,32,4
770,pad_two,swam.runtime.internals.interpreter.Asm$LocalSet@78a87d7c,36,0,33,4
215,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@138f3d8e,37,0,34,4
160,pad_two,swam.runtime.internals.interpreter.Asm$I32Const@6b178798,38,0,35,4
297,pad_two,I32Add,39,0,36,4
759,pad_two,swam.runtime.internals.interpreter.Asm$LocalTee@675bbcaa,40,0,37,4
288,pad_two,swam.runtime.internals.interpreter.Asm$BrIf@7c4babcf,41,0,,
473,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@169079b0,42,0,38,3
556,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@501bc3d1,43,0,39,3
945,pad_two,swam.runtime.internals.interpreter.Asm$I32Store@4ea4130c,44,0,40,3
306,pad_two,swam.runtime.internals.interpreter.Asm$LocalGet@24dec102,45,0,41,3
824,pad_two,Return,46,0,,
